,MAILWGT,POPDOC,YEAR,SPECCAT,MULTI1,ACEPTNEW,NPRIVATE,NMEDCARE,NMEDCAID,NWORKCMP,NSELFPAY,NNOCHRGE,IPAPHO,MCAREINS,OWNS1,NPCMH,NACO,NP4P,NMU,MIPS,APM,NOMIPSAPM,EMEDREC,EHRSAT,HHSMU,ESDOH,EBEHAV,ECPOE,ESCRIP,EWARN,ECTOE,ERADI,EREMIND,ECREATERES,EMSG,EGENLIST,ECCREPO,ECREATEPLAN,ESENDCQM,TEMP,TEMPCUSTOM,TEMPNOTES,FREENOTES,TELEMED,EPTREC,EDLREC,ESENDREC,SLFMOND,CSFREQ,CSELECT,PDMPFREQ,PDMPCHECK,PDMPUSE,PDMPSTATE,PDMP1,PDMP2,PDMP3,PDMP4,PDMP5,PDMP6,PDMP7,PDMP8,PDMP9,METHSRPAP,METHSEHRWEB,SEAMBOUT,SEHOSPU,SEBHP,SELTCP,METHREHRWEB,REAMBOUT,REHOSPU,REBHP,RELTCP,PHAPHI,PHA1,PHA2,PHA3,PHA4,HPCNOT,HREF,HEDNOT,HTOCSUM,NSEARCH,NPCNOT,NVAX,NCSUM,INTPHI,INTCSUM,COMPMED,COMPALL,COMPPROB,CINPOC,EUSEPHIOUT,REASON1,REASON2,REASON3,REASON4,REASON5,REASON6,HIEQOC,HIEEFF,HIEPRVRXER,HIECARE,HIEDUPTEST,LACKCAP,ITSTAFF,HIECOSTOUT,MULPORTOUT,EVENDOROTH,INFOHIE,ELOCATADD,LOSEPAT,TIMEOUT,STAFFSUP,EASEDOC,TIMEDOC,TIMEPAT,TIMEBILL,DOCALIGN,WCOMPEMR,COMPTYPE,WAVECOMP,MDDO,PHYSEX,PAGE50,DISPEMR,EHRNAME,MULTIR1,LOCSIZCAT,PSIZECAT_P,NUMLOC_P,MIDLEVP1_P,PCTMCAID_P,SETTING_P,PHYID_P,STRAT_P
204,839.9173,6103.86515350263,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-8.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,-8.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,-8.0,1.0,-8.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,-7.0,-7.0,-7.0,2.0,-7.0,2.0,2.0,2.0,4.0,-7.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-7.0,-7.0,-7.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,1.0,2.0,3.0,1.0,0.0,3.0,2.0,832.0,31.0
205,839.9173,6103.86515350263,2018.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,2.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,283.0,31.0
206,839.9173,6103.86515350263,2018.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,-9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,-8.0,-8.0,1.0,-8.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,13.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1735.0,31.0
207,839.9173,6103.86515350263,2018.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-9.0,1.0,1.0,-9.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-8.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,13.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,469.0,31.0
208,839.9173,6103.86515350263,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,1.0,-8.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-8.0,1.0,1.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-8.0,1.0,1.0,2.0,-8.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,13.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,1587.0,31.0
209,839.9173,6103.86515350263,2018.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,-8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,-8.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,-7.0,2.0,4.0,4.0,2.0,2.0,-7.0,-7.0,-7.0,2.0,-7.0,2.0,2.0,2.0,3.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,94.0,31.0
210,839.9173,6103.86515350263,2018.0,3.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-8.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,1.0,-8.0,-8.0,1.0,-8.0,1.0,2.0,2.0,2.0,1.0,1.0,-8.0,-8.0,-8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,-7.0,-9.0,-9.0,-9.0,-9.0,2.0,-7.0,-7.0,-7.0,1.0,2.0,1.0,1.0,1.0,3.0,-7.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,-8.0,2.0,-8.0,-8.0,1.0,2.0,-8.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,13.0,2.0,5.0,5.0,1.0,4.0,-9.0,1.0,448.0,31.0
211,246.29374,1789.871197383442,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,-8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,4.0,-7.0,-7.0,-7.0,2.0,-8.0,-8.0,-8.0,-8.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,-7.0,4.0,4.0,4.0,4.0,2.0,-7.0,-7.0,-7.0,-8.0,-7.0,2.0,2.0,2.0,4.0,-7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,-8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1387.0,32.0
212,246.29374,1789.871197383442,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-7.0,-7.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,2.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,-7.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1350.0,32.0
213,246.29374,1789.871197383442,2018.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-7.0,-7.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-8.0,-7.0,-7.0,-7.0,2.0,1.0,1.0,-8.0,-8.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,-8.0,-8.0,1.0,-8.0,1.0,-8.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,1.0,-7.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,937.0,32.0
214,246.29374,1789.871197383442,2018.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,-8.0,2.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,-8.0,-8.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-8.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,-8.0,1.0,1.0,-7.0,1.0,-7.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,1124.0,32.0
215,246.29374,1789.871197383442,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,-8.0,-8.0,-8.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,-8.0,2.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,1.0,4.0,4.0,1.0,2.0,-7.0,-7.0,-7.0,2.0,-7.0,2.0,2.0,2.0,4.0,-7.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,411.0,32.0
216,246.29374,1789.871197383442,2018.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,-8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,1.0,1.0,1.0,1.0,-8.0,1.0,-8.0,-8.0,-8.0,3.0,3.0,1.0,2.0,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-8.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,-8.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,-9.0,-9.0,-9.0,-9.0,1.0,1.0,2.0,-8.0,-8.0,-7.0,1.0,1.0,1.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-8.0,-8.0,-8.0,2.0,-8.0,2.0,5.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,2.0,4.0,5.0,1.0,0.0,1.0,1.0,909.0,32.0
217,246.29374,1789.871197383442,2018.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,-8.0,-8.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,-8.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-8.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,-8.0,1.0,-8.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,-7.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,7.0,2.0,4.0,4.0,1.0,0.0,2.0,2.0,44.0,32.0
218,246.29374,1789.871197383442,2018.0,3.0,1.0,1.0,1.0,1.0,2.0,-8.0,1.0,2.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,-7.0,-7.0,1.0,-8.0,-8.0,1.0,2.0,1.0,2.0,2.0,-8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,-8.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,4.0,4.0,4.0,4.0,4.0,-7.0,1.0,1.0,-7.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,13.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1552.0,32.0
219,3888.39179,38096.70268151197,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,-9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,-8.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,-7.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,-7.0,1.0,1.0,1.0,3.0,-7.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,-8.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,13.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,102.0,33.0
220,3888.39179,38096.70268151197,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,1.0,1.0,1.0,1.0,2.0,-8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,2.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,-8.0,-7.0,1.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,-8.0,2.0,2.0,2.0,-8.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1147.0,33.0
221,3888.39179,38096.70268151197,2018.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,1.0,1.0,1.0,-8.0,-8.0,1.0,1.0,2.0,3.0,2.0,1.0,-8.0,-8.0,-8.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,-8.0,-7.0,1.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,-8.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1077.0,33.0
222,390.89657,3798.9094461128743,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,-8.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,4.0,1.0,2.0,-7.0,-7.0,-7.0,2.0,-7.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.0,-7.0,-7.0,-7.0,1.0,-8.0,2.0,-8.0,-8.0,1.0,1.0,1.0,-7.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,13.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,817.0,34.0
223,390.89657,3798.9094461128743,2018.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-7.0,-7.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,-7.0,-7.0,-7.0,2.0,-9.0,-9.0,-9.0,-9.0,3.0,3.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,1.0,1.0,1.0,-7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,-7.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,229.0,34.0
224,390.89657,3798.9094461128743,2018.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,2.0,1.0,1.0,1.0,2.0,1.0,-8.0,2.0,2.0,3.0,3.0,1.0,-8.0,1.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-8.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,-7.0,-9.0,-9.0,-9.0,-9.0,-8.0,-7.0,-7.0,-7.0,-8.0,-7.0,1.0,1.0,1.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,2.0,1.0,2.0,2.0,2.0,-7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,643.0,34.0
